,item,IAB_Candidates,scores
1198,'golden retriever',"['Pets', 'Dogs']",3
1199,'Labrador retriever',['Pets'],3
1200,'Chesapeake Bay retriever',"['Pets', 'Dogs']",3
1201,'German short-haired pointer',['Dogs'],3
1202,'vizsla',['Dogs'],3
1203,'Hungarian pointer',['Dogs'],3
1204,'English setter',['Dogs'],3
1205,'Irish setter',['Dogs'],3
1206,'red setter',['Dogs'],3
1207,'Gordon setter',['Dogs'],3
1208,'Brittany spaniel',"['Pets', 'Dogs']",3
1209,'clumber',['Dogs'],3
1210,'clumber spaniel',['Dogs'],3
1211,'English springer',['Dogs'],3
1212,'English springer spaniel',['Dogs'],3
1213,'Welsh springer spaniel',['Dogs'],3
1214,'cocker spaniel',['Dogs'],3
1215,'English cocker spaniel',['Dogs'],3
1216,'cocker',['Dogs'],3
1217,'Sussex spaniel',"['Pets', 'Dogs']",3
1218,'Irish water spaniel',"['Pets', 'Dogs']",3
1219,'kuvasz',['Large Animals'],3
1220,'schipperke',['Dogs'],3
1221,'malinois',"['Pets', 'Dogs']",3
1222,'briard',['Dogs'],3
1223,'komondor',['Dogs'],3
1224,'Old English sheepdog',['Dogs'],3
1225,'bobtail',['Dogs'],3
1226,'Shetland sheepdog',['Dogs'],3
1227,'Shetland sheep dog',['Dogs'],3
1228,'Shetland',['Dogs'],3
1229,'collie',"['Pets', 'Dogs']",3
1230,'Border collie',['Pets'],3
1231,'Rottweiler',"['Pets', 'Dogs']",3
1232,'German shepherd',['Dogs'],3
1233,'German shepherd dog',['Dogs'],3
1234,'German police dog',['Dogs'],3
1235,'alsatian',['Dogs'],3
1236,'Doberman',['Dogs'],3
1237,'Doberman pinscher',['Dogs'],3
1238,'miniature pinscher',"['Pets', 'Dogs']",3
1239,'Greater Swiss Mountain dog',"['Pets', 'Dogs', 'Large Animals']",3
1240,'Bernese mountain dog',"['Pets', 'Dogs']",3
1241,'Appenzeller',"['Large Animals', 'Food & Drink', 'Food & Drink']",3
1242,'boxer',"['Pets', 'Dogs']",3
1243,'bull mastiff',"['Pets', 'Dogs']",3
1244,'Tibetan mastiff',['Dogs'],3
1245,'French bulldog',['Dogs'],3
1246,'Great Dane',"['Pets', 'Large Animals']",3
1247,'Eskimo dog',"['Pets', 'Dogs']",3
1248,'husky',"['Pets', 'Dogs']",3
1249,'malamute',['Dogs'],3
1250,'malemute',['Dogs'],3
1251,'Alaskan malamute',['Dogs'],3
1252,'Siberian husky',"['Pets', 'Dogs']",3
1253,'dalmatian',"['Pets', 'Dogs', 'Large Animals']",3
1254,'coach dog',"['Pets', 'Dogs', 'Large Animals']",3
1255,'carriage dog',"['Pets', 'Dogs', 'Large Animals']",3
1256,'affenpinscher',"['Pets', 'Dogs', 'Large Animals']",3
1257,'monkey pinscher',"['Pets', 'Dogs', 'Large Animals']",3
1258,'monkey dog',"['Pets', 'Dogs', 'Large Animals']",3
1259,'basenji',"['Pets', 'Dogs']",3
1260,'pug',"['Pets', 'Dogs']",3
1261,'pug-dog',"['Pets', 'Dogs']",3
1262,'Leonberg',['Large Animals'],3
1263,'Newfoundland',"['Pets', 'Dogs']",3
1264,'Newfoundland dog',"['Pets', 'Dogs']",3
1265,'Great Pyrenees',"['Pets', 'Dogs']",3
1266,'Samoyed',"['Pets', 'Dogs']",3
1267,'Samoyede',"['Pets', 'Dogs']",3
1268,'Pomeranian',['Pets'],3
1269,'chow',['Dogs'],3
1270,'chow chow',['Dogs'],3
1271,'keeshond',"['Pets', 'Dogs']",3
1272,'Brabancon griffon',"['Pets', 'Dogs']",3
1273,'Pembroke',['Dogs'],3
1274,'Pembroke Welsh corgi',['Dogs'],3
1275,'miniature poodle',"['Pets', 'Dogs']",3
1276,'standard poodle',['Pets'],3
1277,'Mexican hairless',"['Pets', 'Dogs']",3
1278,'tabby',"['Pets', 'Cats']",3
1279,'tabby cat',"['Pets', 'Cats']",3
1280,'tiger cat',['Cats'],3
1281,'Persian cat',['Pets'],3
1282,'Siamese cat',"['Pets', 'Cats']",3
1283,'Siamese',"['Pets', 'Cats']",3
1284,'Egyptian cat',"['Pets', 'Style & Fashion', 'Style & Fashion']",3
1285,'tiger',['Cats'],3
1286,'Panthera tigris',['Cats'],3
1287,'ice bear',['Polar Travel'],3
1288,'polar bear',['Polar Travel'],3
1289,'Ursus Maritimus',['Polar Travel'],3
1290,'Thalarctos maritimus',['Polar Travel'],3
1291,'abacus',"['Technology Industry', 'Education', 'Education']",3
1292,'abaya',"[""Women's Clothing"", ""Women's Formal Wear"", 'Shopping', 'Shopping']",3
1293,'academic gown',"['Graduation', 'Events and Attractions', 'Education', 'Events and Attractions', 'Education']",3
1294,'academic robe',"['Graduation', 'Events and Attractions', 'Education', 'Events and Attractions', 'Education']",3
1295,"""judge's robe""","['Graduation', 'Events and Attractions', 'Education', 'Events and Attractions', 'Education']",3
1296,'accordion',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1297,'piano accordion',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1298,'squeeze box',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1299,'acoustic guitar',['Music and Audio'],3
1300,'ambulance',"['Commercial Trucks', 'Medical Health', 'Medical Health']",3
1301,'backpack',"['Travel Accessories', 'Education', 'Education']",3
1302,'back pack',"['Travel Accessories', 'Education', 'Education']",3
1303,'knapsack',"['Travel Accessories', 'Education', 'Education']",3
1304,'packsack',"['Travel Accessories', 'Education', 'Education']",3
1305,'rucksack',"['Travel Accessories', 'Education', 'Education']",3
1306,'haversack',"['Travel Accessories', 'Education', 'Education']",3
1307,'bakery',['Desserts and Baking'],3
1308,'bakeshop',['Desserts and Baking'],3
1309,'bakehouse',['Desserts and Baking'],3
1310,'balance beam',['Fitness and Exercise'],3
1311,'beam',['Fitness and Exercise'],3
1312,'balloon',"[""Children's Games and Toys"", 'Events and Attractions', 'Events and Attractions']",3
1313,'Band Aid',['Medical Health'],3
1314,'barbell',"['Sports', 'Healthy Living', 'Home & Garden', 'Healthy Living', 'Home & Garden']",3
1315,'barometer',"['Technology Industry', 'Science', 'Science', 'Science']",3
1316,'barrow',"['Home & Garden', 'Gardening', 'Landscaping']",3
1317,'garden cart',"['Home & Garden', 'Gardening', 'Landscaping']",3
1318,'lawn cart',"['Home & Garden', 'Gardening', 'Landscaping']",3
1319,'wheelbarrow',"['Home & Garden', 'Gardening', 'Landscaping']",3
1320,'baseball',"['Sports', 'Events and Attractions', 'Events and Attractions']",3
1321,'basketball',"['Sports', 'Events and Attractions', 'Events and Attractions']",3
1322,'bassoon',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1323,'bathtub',"['Home & Garden', 'Bath and Shower', 'Healthy Living', 'Medical Health', 'Healthy Living', 'Medical Health']",3
1324,'bathing tub',"['Home & Garden', 'Bath and Shower', 'Healthy Living', 'Medical Health', 'Healthy Living', 'Medical Health']",3
1325,'bath',"['Home & Garden', 'Bath and Shower', 'Healthy Living', 'Medical Health', 'Healthy Living', 'Medical Health']",3
1326,'tub',"['Home & Garden', 'Bath and Shower', 'Bath and Shower', 'Healthy Living', 'Medical Health', 'Healthy Living', 'Medical Health']",3
1327,'beach wagon',"['Station Wagon', 'Travel', 'Travel']",3
1328,'station wagon',"['Station Wagon', 'Travel', 'Travel']",3
1329,'wagon',"['Station Wagon', 'Travel', 'Travel']",3
1330,'estate car',"['Station Wagon', 'Travel', 'Travel']",3
1331,'beach waggon',"['Station Wagon', 'Travel', 'Travel']",3
1332,'station waggon',"['Station Wagon', 'Travel', 'Travel']",3
1333,'waggon',"['Station Wagon', 'Travel', 'Travel']",3
1334,'beer bottle',"['Dining Out', 'Events and Attractions', 'Travel', 'Style & Fashion', 'Events and Attractions', 'Travel', 'Style & Fashion']",3
1335,'beer glass',"['Bars & Restaurants', 'Dining Out', 'Style & Fashion', 'Shopping', 'Home & Garden', 'Style & Fashion', 'Shopping', 'Home & Garden']",3
1336,'bikini',"['Style & Fashion', ""Women's Clothing"", 'Shopping', 'Shopping']",3
1337,'two-piece',"['Style & Fashion', ""Women's Clothing"", 'Shopping', 'Shopping']",3
1338,'birdhouse',['Home & Garden'],3
1339,'bow tie',"[""Men's Formal Wear"", 'Events and Attractions', 'Business and Finance', 'Events and Attractions', 'Business and Finance']",3
1340,'bow-tie',"[""Men's Formal Wear"", 'Events and Attractions', 'Business and Finance', 'Events and Attractions', 'Business and Finance']",3
1341,'bowtie',"[""Men's Formal Wear"", 'Events and Attractions', 'Business and Finance', 'Events and Attractions', 'Business and Finance']",3
1342,'bulletproof vest',"['Apparel Industry', 'Science', 'Technology & Computing', 'Science', 'Technology & Computing']",3
1343,'bullet train',"['Rail Travel', 'Automotive', 'Automotive']",3
1344,'bullet',"['Rail Travel', 'Automotive', 'Automotive']",3
1345,'butcher shop',"['Food Industry', 'Retail Industry', 'Food & Drink', 'Cooking', 'Shopping', 'Grocery Shopping']",3
1346,'meat market',"['Food Industry', 'Retail Industry', 'Food & Drink', 'Cooking', 'Shopping', 'Grocery Shopping']",3
1347,'caldron',"['Cooking', 'Events and Attractions', 'Religion & Spirituality', 'Events and Attractions', 'Religion & Spirituality']",3
1348,'cauldron',"['Cooking', 'Events and Attractions', 'Religion & Spirituality', 'Events and Attractions', 'Religion & Spirituality']",3
1349,'car wheel',['Automotive'],3
1350,'cassette',"['Media Industry', 'Music and Audio', 'Music and Audio', 'Movies', 'Pop Culture', 'Music and Audio', 'Movies', 'Pop Culture']",3
1351,'cassette player',"['Music and Audio', 'Consumer Electronics']",3
1352,'cello',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1353,'violoncello',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1354,'cellular telephone',"['Telecommunications Industry', 'Consumer Electronics', 'Smartphones', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming']",3
1355,'cellular phone',"['Telecommunications Industry', 'Consumer Electronics', 'Smartphones', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming']",3
1356,'cellphone',"['Telecommunications Industry', 'Consumer Electronics', 'Smartphones', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming']",3
1357,'cell',"['Telecommunications Industry', 'Consumer Electronics', 'Smartphones', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming']",3
1358,'mobile phone',"['Telecommunications Industry', 'Consumer Electronics', 'Smartphones', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming']",3
1359,'chime',"['Musical Instruments', 'Music and Audio', 'Events and Attractions', 'Music and Audio', 'Events and Attractions']",3
1360,'bell',"['Musical Instruments', 'Music and Audio', 'Events and Attractions', 'Music and Audio', 'Events and Attractions']",3
1361,'gong',"['Musical Instruments', 'Music and Audio', 'Events and Attractions', 'Music and Audio', 'Events and Attractions']",3
1362,'china cabinet',"['Home & Garden', 'Style & Fashion', 'Style & Fashion']",3
1363,'china closet',"['Home & Garden', 'Style & Fashion', 'Style & Fashion']",3
1364,'church',"['Religious Events', 'Religion & Spirituality', 'Religion & Spirituality']",3
1365,'church building',"['Religious Events', 'Religion & Spirituality', 'Religion & Spirituality']",3
1366,'cleaver',['Cooking'],3
1367,'meat cleaver',['Cooking'],3
1368,'chopper',['Cooking'],3
1369,'cloak',"['Apparel Industry', 'Religion & Spirituality', 'Religion & Spirituality']",3
1370,'cocktail shaker',['Cooking'],3
1371,'coffee mug',"['Food & Drink', 'Shopping', 'Style & Fashion', 'Shopping', 'Style & Fashion']",3
1372,'combination lock',"['Technology Industry', 'Consumer Electronics', 'Events and Attractions', 'Events and Attractions']",3
1373,'computer keyboard',"['Technology & Computing', 'Laptops', 'Consumer Electronics', 'Desktops', 'Smartphones']",3
1374,'keypad',"['Technology & Computing', 'Laptops', 'Consumer Electronics', 'Desktops', 'Smartphones']",3
1375,'confectionery',"['Food Industry', 'Retail Industry', 'Desserts and Baking', 'Shopping', 'Holiday Shopping', 'Events and Attractions', 'Events and Attractions']",3
1376,'confectionary',"['Food Industry', 'Retail Industry', 'Desserts and Baking', 'Shopping', 'Holiday Shopping', 'Events and Attractions', 'Events and Attractions']",3
1377,'candy store',"['Food Industry', 'Retail Industry', 'Desserts and Baking', 'Shopping', 'Holiday Shopping', 'Events and Attractions', 'Events and Attractions']",3
1378,'convertible',"['Auto Type', 'Travel', 'Travel']",3
1379,'corkscrew',"['Cooking', 'Events and Attractions', 'Events and Attractions']",3
1380,'bottle screw',"['Cooking', 'Events and Attractions', 'Events and Attractions']",3
1381,'cornet',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1382,'horn',"['Musical Instruments', 'Musical Instruments', 'Music and Audio', 'Music and Audio', 'Music and Audio', 'Music and Audio']",3
1383,'trumpet',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1384,'trump',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1385,'cowboy boot',['Style & Fashion'],3
1386,'desktop computer',"['Technology Industry', 'Smart Home', 'Consumer Electronics', 'Movies', 'Education', 'Shopping', 'Television', 'Pop Culture', 'Movies', 'Education', 'Shopping', 'Television', 'Pop Culture']",3
1387,'digital clock',"['Technology Industry', 'Pop Culture', 'Pop Culture']",3
1388,'digital watch',"['Technology Industry', ""Women's Jewelry and Watches"", 'Technology & Computing', 'Smartphones', 'Education', 'Healthy Living', 'Science', 'Medical Health', 'Pop Culture', 'Education', 'Healthy Living', 'Science', 'Medical Health', 'Pop Culture']",3
1389,'dishwasher',"['Home Appliances', 'Consumer Electronics', 'Food & Drink', 'Food & Drink']",3
1390,'dish washer',"['Home Appliances', 'Consumer Electronics', 'Food & Drink', 'Food & Drink']",3
1391,'dishwashing machine',"['Home Appliances', 'Consumer Electronics', 'Food & Drink', 'Food & Drink']",3
1392,'disk brake',['Auto Parts'],3
1393,'disc brake',['Auto Parts'],3
1394,'drum',"['Musical Instruments', 'Music and Audio']",3
1395,'membranophone',"['Musical Instruments', 'Music and Audio']",3
1396,'tympan',"['Musical Instruments', 'Music and Audio']",3
1397,'drumstick',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1398,'electric fan',"['Consumer Electronics', 'Home & Garden', 'Home & Garden']",3
1399,'blower',"['Consumer Electronics', 'Home & Garden', 'Home & Garden']",3
1400,'electric guitar',['Music and Audio'],3
1401,'entertainment center',"['Shopping', 'Television', 'Video Gaming', 'Education', 'Video Gaming', 'Education']",3
1402,'espresso maker',"['Food Industry', 'Food & Drink', 'Cooking', 'Home Appliances']",3
1403,'fire engine',"['Commercial Trucks', 'Medical Health', 'Medical Health']",3
1404,'fire truck',"['Commercial Trucks', 'Medical Health', 'Medical Health']",3
1405,'flute',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1406,'transverse flute',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1407,'French horn',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1408,'frying pan',['Cooking'],3
1409,'frypan',['Cooking'],3
1410,'skillet',['Cooking'],3
1411,'fur coat',"[""Women's Clothing"", ""Men's Clothing""]",3
1412,'garbage truck',"['Commercial Trucks', 'Logistics and Transportation Industry']",3
1413,'dustcart',"['Commercial Trucks', 'Logistics and Transportation Industry']",3
1414,'goblet',"['Cooking', 'Style & Fashion', 'Style & Fashion']",3
1415,'gown',"['Apparel Industry', 'Style & Fashion', ""Women's Clothing"", ""Women's Formal Wear""]",3
1416,'grand piano',"['Musical Instruments', 'Music and Audio', 'Music and Audio', 'Music and Audio']",3
1417,'grand',"['Musical Instruments', 'Music and Audio', 'Music and Audio', 'Music and Audio']",3
1418,'greenhouse',"['Gardening', 'Landscaping']",3
1419,'nursery',"['Gardening', 'Landscaping']",3
1420,'glasshouse',"['Gardening', 'Landscaping']",3
1421,'grille',"['Sedan', 'Coupe', 'Pickup Trucks', 'Auto Parts', 'Convertible']",3
1422,'radiator grille',"['Sedan', 'Coupe', 'Pickup Trucks', 'Auto Parts', 'Convertible']",3
1423,'grocery store',"['Business and Finance', 'Food Industry', 'Retail Industry', 'Food & Drink', 'Desserts and Baking', 'Retail Property', 'Shopping', 'Grocery Shopping', 'Household Supplies']",3
1424,'grocery',"['Business and Finance', 'Food Industry', 'Retail Industry', 'Food & Drink', 'Desserts and Baking', 'Retail Property', 'Shopping', 'Grocery Shopping', 'Household Supplies']",3
1425,'food market',"['Business and Finance', 'Food Industry', 'Retail Industry', 'Food & Drink', 'Desserts and Baking', 'Retail Property', 'Shopping', 'Grocery Shopping', 'Household Supplies']",3
1426,'market',"['Business and Finance', 'Food Industry', 'Retail Industry', 'Food & Drink', 'Desserts and Baking', 'Retail Property', 'Shopping', 'Grocery Shopping', 'Household Supplies']",3
1427,'hair slide',['Style & Fashion'],3
1428,'hand blower',['Hair Care'],3
1429,'blow dryer',['Hair Care'],3
1430,'blow drier',['Hair Care'],3
1431,'hair dryer',['Hair Care'],3
1432,'hair drier',['Hair Care'],3
1433,'hand-held computer',"['Technology Industry', 'Technology & Computing', 'Consumer Electronics', 'Tablets and E-readers']",3
1434,'hand-held microcomputer',"['Technology Industry', 'Technology & Computing', 'Consumer Electronics', 'Tablets and E-readers']",3
1435,'harmonica',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1436,'mouth organ',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1437,'harp',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1438,'mouth harp',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1439,'hoopskirt',"[""Women's Clothing""]",3
1440,'crinoline',"[""Women's Clothing""]",3
1441,'horizontal bar',"['Fitness and Exercise', 'Sports']",3
1442,'high bar',"['Fitness and Exercise', 'Sports']",3
1443,'hourglass',"['Technology Industry', 'Technology & Computing', 'Hobbies & Interests', 'Hobbies & Interests']",3
1444,'iPod',"['Music and Audio', 'Technology & Computing', 'Movies', 'Pop Culture', 'Travel', 'Style & Fashion', 'Technology & Computing', 'Movies', 'Pop Culture', 'Travel', 'Style & Fashion']",3
1445,'jean',"['Style & Fashion', ""Women's Handbags and Wallets"", ""Women's Clothing"", ""Women's Shoes and Footwear"", ""Men's Clothing"", ""Men's Casual Wear""]",3
1446,'blue jean',"['Style & Fashion', ""Women's Handbags and Wallets"", ""Women's Clothing"", ""Women's Shoes and Footwear"", ""Men's Clothing"", ""Men's Casual Wear""]",3
1447,'denim',"['Style & Fashion', ""Women's Handbags and Wallets"", ""Women's Clothing"", ""Women's Shoes and Footwear"", ""Men's Clothing"", ""Men's Casual Wear""]",3
1448,'jeep',"['SUV', 'Pickup Trucks', 'Luxury Cars']",3
1449,'landrover',"['SUV', 'Pickup Trucks', 'Luxury Cars']",3
1450,'joystick',"['Consumer Electronics', 'Video Gaming', 'Video Gaming']",3
1451,'kimono',"['Apparel Industry', 'Style & Fashion', ""Women's Clothing"", ""Women's Formal Wear""]",3
1452,'lab coat',"[""Women's Clothing"", ""Women's Formal Wear"", ""Men's Clothing"", ""Men's Formal Wear""]",3
1453,'laboratory coat',"[""Women's Clothing"", ""Women's Formal Wear"", ""Men's Clothing"", ""Men's Formal Wear""]",3
1454,'laptop',"['Smart Home', 'Technology & Computing', 'Laptops', 'Consumer Electronics']",3
1455,'laptop computer',"['Smart Home', 'Technology & Computing', 'Laptops', 'Consumer Electronics']",3
1456,'lawn mower',['Landscaping'],3
1457,'mower',['Landscaping'],3
1458,'lens cap',['Cameras and Camcorders'],3
1459,'lens cover',['Cameras and Camcorders'],3
1460,'limousine',"['Luxury Cars', 'Auto Rentals']",3
1461,'limo',"['Luxury Cars', 'Auto Rentals']",3
1462,'lipstick',"['Beauty', 'Makeup and Accessories']",3
1463,'lip rouge',"['Beauty', 'Makeup and Accessories']",3
1464,'loudspeaker',"['Music and Audio', 'Consumer Electronics']",3
1465,'speaker',"['Music and Audio', 'Consumer Electronics']",3
1466,'speaker unit',"['Music and Audio', 'Consumer Electronics']",3
1467,'loudspeaker system',"['Music and Audio', 'Consumer Electronics']",3
1468,'speaker system',"['Music and Audio', 'Consumer Electronics']",3
1469,'maillot',"[""Women's Clothing"", ""Women's Clothing""]",3
1470,'tank suit',"[""Women's Clothing""]",3
1471,'marimba',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1472,'xylophone',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1473,'mask',"['Apparel Industry', ""Women's Clothing"", ""Men's Clothing""]",3
1474,'maypole',['Outdoor Activities'],3
1475,'maze',['Outdoor Activities'],3
1476,'labyrinth',['Outdoor Activities'],3
1477,'measuring cup',"['Food & Drink', 'Cooking', 'Desserts and Baking']",3
1478,'microphone',"['Music and Audio', 'Consumer Electronics']",3
1479,'mike',"['Music and Audio', 'Consumer Electronics']",3
1480,'microwave',"['Cooking', 'Home Appliances', 'Consumer Electronics']",3
1481,'microwave oven',"['Cooking', 'Home Appliances', 'Consumer Electronics']",3
1482,'military uniform',"['Apparel Industry', ""Women's Clothing"", ""Women's Shoes and Footwear"", ""Men's Clothing""]",3
1483,'milk can',"['Food Industry', 'Food & Drink']",3
1484,'miniskirt',"[""Women's Clothing""]",3
1485,'mini',"[""Women's Clothing""]",3
1486,'minivan',"['Auto Parts', 'Auto Rentals']",3
1487,'mitten',"[""Women's Clothing"", ""Men's Clothing""]",3
1488,'mixing bowl',"['Cooking', 'Desserts and Baking']",3
1489,'mobile home',"['Remodeling & Construction', 'Home Improvement', 'Real Estate', 'Houses']",3
1490,'manufactured home',"['Remodeling & Construction', 'Home Improvement', 'Real Estate', 'Houses']",3
1491,'Model T',"['Auto Type', 'Auto Shows']",3
1492,'modem',"['Laptops', 'Consumer Electronics']",3
1493,'monitor',"['Technology & Computing', 'Laptops', 'Consumer Electronics', 'Cameras and Camcorders']",3
1494,'mortar',"['Barbecues and Grilling', 'Cooking', 'Home & Garden', 'Home & Garden']",3
1495,'motor scooter',['Motorcycles'],3
1496,'scooter',['Motorcycles'],3
1497,'mountain bike',"['Parks & Nature', 'Sports', 'Sports']",3
1498,'all-terrain bike',"['Parks & Nature', 'Sports', 'Sports']",3
1499,'off-roader',"['Parks & Nature', 'Sports', 'Sports']",3
1500,'mountain tent',"['North America Travel', 'South America Travel']",3
1501,'mousetrap',"['Technology Industry', 'Home & Garden', 'Home & Garden']",3
1502,'moving van',"['Auto Type', 'Auto Rentals', 'Logistics and Transportation Industry']",3
1503,'notebook',['Laptops'],3
1504,'notebook computer',['Laptops'],3
1505,'oboe',['Musical Instruments'],3
1506,'hautboy',['Musical Instruments'],3
1507,'hautbois',['Musical Instruments'],3
1508,'ocarina',"['Musical Instruments', 'Food & Drink', 'Food & Drink']",3
1509,'sweet potato',"['Musical Instruments', 'Food & Drink', 'Food & Drink']",3
1510,'odometer',"['Automotive', 'Automotive Industry']",3
1511,'hodometer',"['Automotive', 'Automotive Industry']",3
1512,'mileometer',"['Automotive', 'Automotive Industry']",3
1513,'milometer',"['Automotive', 'Automotive Industry']",3
1514,'oil filter',['Automotive Industry'],3
1515,'organ',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1516,'pipe organ',"['Musical Instruments', 'Music and Audio', 'Music and Audio']",3
1517,'overskirt',"[""Women's Clothing"", ""Women's Formal Wear""]",3
1518,'padlock',"['Technology Industry', 'Home & Garden', 'Home & Garden']",3
1519,'pajama',"[""Women's Clothing"", ""Men's Clothing""]",3
1520,'pyjama',"[""Women's Clothing"", ""Men's Clothing""]",3
1521,"""pj's""","[""Women's Clothing"", ""Men's Clothing""]",3
1522,'jammies',"[""Women's Clothing"", ""Men's Clothing""]",3
1523,'park bench',['Parks & Nature'],3
1524,'passenger car',"['Logistics and Transportation Industry', 'Travel']",3
1525,'coach',"['Logistics and Transportation Industry', 'Travel']",3
1526,'carriage',"['Logistics and Transportation Industry', 'Travel']",3
1527,'patio',"['Outdoor Activities', 'Home & Garden', 'Landscaping', 'Apartments', 'Hotel Properties', 'Houses']",3
1528,'terrace',"['Outdoor Activities', 'Home & Garden', 'Landscaping', 'Apartments', 'Hotel Properties', 'Houses']",3
1529,'perfume',"['Beauty', 'Perfume and Fragrance']",3
1530,'essence',"['Beauty', 'Perfume and Fragrance']",3
1531,'photocopier',['Consumer Electronics'],3
1532,'pick',['Musical Instruments'],3
1533,'plectrum',['Musical Instruments'],3
1534,'plectron',['Musical Instruments'],3
1535,'pickup',"['Pickup Trucks', 'Luxury Cars', 'Auto Type', 'Auto Shows']",3
1536,'pickup truck',"['Pickup Trucks', 'Luxury Cars', 'Auto Type', 'Auto Shows']",3
1537,'pier',['Dining Out'],3
1538,'pitcher',['Cooking'],3
1539,'ewer',['Cooking'],3
1540,'planetarium',['Space and Astronomy'],3
1541,'plow',"['Commercial Trucks', 'Pickup Trucks']",3
1542,'plough',"['Commercial Trucks', 'Pickup Trucks']",3
1543,'Polaroid camera',"['Consumer Electronics', 'Cameras and Camcorders']",3
1544,'Polaroid Land camera',"['Consumer Electronics', 'Cameras and Camcorders']",3
1545,'poncho',"[""Women's Clothing"", ""Men's Clothing""]",3
1546,'pop bottle',"['Food Industry', 'Food & Drink', 'Non-Alcoholic Beverages']",3
1547,'soda bottle',"['Food Industry', 'Food & Drink', 'Non-Alcoholic Beverages']",3
1548,'pot',['Gardening'],3
1549,'flowerpot',['Gardening'],3
1550,'power drill',"['Technology Industry', 'Consumer Electronics']",3
1551,'printer',"['Technology & Computing', 'Consumer Electronics']",3
1552,'puck',['Sports'],3
1553,'hockey puck',['Sports'],3
1554,'racer',"['Automotive', 'Auto Body Styles', 'Auto Type', 'Auto Shows', 'Auto Rentals']",3
1555,'race car',"['Automotive', 'Auto Body Styles', 'Auto Type', 'Auto Shows', 'Auto Rentals']",3
1556,'racing car',"['Automotive', 'Auto Body Styles', 'Auto Type', 'Auto Shows', 'Auto Rentals']",3
1557,'racket',['Sports'],3
1558,'racquet',['Sports'],3
1559,'radiator',['Consumer Electronics'],3
1560,'radio',"['Entertainment Industry', 'Technology Industry', 'Telecommunications Industry', 'Consumer Electronics']",3
1561,'wireless',"['Entertainment Industry', 'Technology Industry', 'Telecommunications Industry', 'Consumer Electronics']",3
1562,'radio telescope',"['Technology Industry', 'Space and Astronomy']",3
1563,'radio reflector',"['Technology Industry', 'Space and Astronomy']",3
1564,'recreational vehicle',"['Auto Type', 'Auto Rentals']",3
1565,'RV',"['Auto Type', 'Auto Rentals']",3
1566,'R.V.',"['Auto Type', 'Auto Rentals']",3
1567,'reel',['Technology Industry'],3
1568,'refrigerator',['Home Appliances'],3
1569,'icebox',['Home Appliances'],3
1570,'remote control',"['Smart Home', 'Technology & Computing', 'Consumer Electronics']",3
1571,'remote',"['Smart Home', 'Technology & Computing', 'Consumer Electronics']",3
1572,'restaurant',"['Food Industry', 'Malls & Shopping Centers', 'Bars & Restaurants', 'Food & Drink', 'World Cuisines', 'Cooking', 'Desserts and Baking', 'Dining Out']",3
1573,'eating house',"['Food Industry', 'Malls & Shopping Centers', 'Bars & Restaurants', 'Food & Drink', 'World Cuisines', 'Cooking', 'Desserts and Baking', 'Dining Out']",3
