item,node_id,IAB_Candidates,H_Scores
vacation,7989,"['Hospitality Industry', 'Events and Attractions', 'Personal Celebrations & Life Events', 'World Cuisines', 'Hotel Properties', 'Flower Shopping', 'Holiday Shopping', 'Travel', 'Travel Locations', 'Africa Travel', 'Asia Travel', 'Australia and Oceania Travel', 'Europe Travel', 'North America Travel', 'South America Travel', 'Hotels and Motels', 'Rail Travel', 'Air Travel', 'Beach Travel', 'Cruises']","[0.7551545540000001, 0.7879134940000001, 0.794054776, 0.759310643, 0.7433559059999999, 0.7111621309999999, 0.841930944, 0.801629287, 0.79575033, 0.7963498720000001, 0.7900910090000001, 0.78419554, 0.810894697, 0.803740311, 0.8082011109999999, 0.749554374, 0.733003031, 0.782291457, 0.8334856620000001, 0.723747413]"
newfoundland_dog,54802,"['Pets', 'Dogs']","[0.739168039, 0.824601977]"
station_waggon,81235,"['Station Wagon', 'Travel']","[0.978162367, 1.0]"
passerina_cyanea,15874,['Birds'],[0.776091247]
eskimo_dog,15488,"['Pets', 'Dogs']","[0.761427451, 0.852484767]"
speaker,37,"['Music and Audio', 'Consumer Electronics']","[0.7500630690000001, 0.744803323]"
otterhound,8353,"['Pets', 'Dogs']","[0.7369838959999999, 0.8309702659999999]"
saluki,7737,['Dogs'],[0.782450649]
sandbar,9119,['Beach Travel'],[0.806683472]
pocketbook,15265,"[""Women's Handbags and Wallets""]",[0.747856986]
great_grey_owl,2765,['Birds'],[0.778239089]
cliff_dwelling,3854,"['Travel', 'Education']","[1.0, 1.0]"
football_helmet,1551,"['Sports', ""Men's Clothing""]","[0.88258169, 0.7120696590000001]"
teapot,2118,['Cooking'],[0.861130765]
dandie_dinmont_terrier,48465,"['Pets', 'Dogs']","[0.7778794609999999, 0.86746432]"
bridegroom,3228,"['Family and Relationships', 'Wedding']","[0.614354676, 0.829395696]"
piano_accordion,393,"['Musical Instruments', 'Music and Audio', 'Music and Audio']","[0.79780725, 0.7220575379999999, 1.0]"
cowboy_boot,34500,['Style & Fashion'],[0.7162962279999999]
ice_bear,10983,['Polar Travel'],[0.794313128]
blue_jean,59206,"['Style & Fashion', ""Women's Handbags and Wallets"", ""Women's Clothing"", ""Women's Shoes and Footwear"", ""Men's Clothing"", ""Men's Casual Wear""]","[0.7436001440000001, 0.733627406, 0.8056332509999999, 0.746386668, 0.7897102559999999, 0.844394781]"
prairie_grouse,56966,['Large Animals'],[0.7308066240000001]
cypripedium_parviflorum,38274,"['Flower Shopping', 'Home & Garden']","[0.790135569, 1.0]"
vat,2052,['Bath and Shower'],[0.819402078]
taxi,2190,"['Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel', 'Travel']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
spotlight,592,"['Technology Industry', 'Consumer Electronics']","[0.7448645159999999, 0.807595046]"
milometer,20284,"['Automotive', 'Automotive Industry', 'Consumer Electronics']","[0.763510537, 0.715653414, 0.8099763440000001]"
hand-held_microcomputer,83778,"['Technology Industry', 'Technology & Computing', 'Consumer Electronics', 'Tablets and E-readers']","[0.7122108140000001, 0.736553748, 0.748014098, 0.80547558]"
solar_furnace,8234,['Technology Industry'],[0.741753036]
french_horn,4288,"['Musical Instruments', 'Music and Audio']","[0.78168368, 1.0]"
yorkshire_terrier,35101,['Pets'],[0.752494317]
politics,22248,"['Education industry', 'Education', 'College Education', 'Religious Events', 'Pop Culture', 'Religion & Spirituality', 'Hobbies & Interests', 'Education industry', 'Education', 'Hobbies & Interests', 'Science']","[0.790463765, 0.757885062, 0.7322559270000001, 0.765366384, 0.737175809, 0.724646107, 0.704363393, 0.714247665, 0.715135418, 0.6836135170000001, 0.7094102959999999]"
eating_house,36627,"['Food Industry', 'Malls & Shopping Centers', 'Bars & Restaurants', 'Food & Drink', 'World Cuisines', 'Cooking', 'Desserts and Baking', 'Dining Out']","[0.785636667, 0.72141469, 0.870533467, 0.818637886, 0.717774528, 0.7602281559999999, 0.7502017329999999, 0.91375805]"
potpie,9579,"['Food Industry', 'Cooking']","[0.711417718, 0.7504219190000001]"
carduelis_carduelis,11339,['Birds'],[0.752816313]
clumber,889,['Dogs'],[0.7148551459999999]
hourglass,839,"['Technology Industry', 'Technology & Computing', 'Hobbies & Interests']","[0.794074211, 0.734826512, 1.0]"
fulica_americana,18797,['Birds'],[0.798484877]
band_aid,1871,['Medical Health'],[0.715388713]
red_wine,1859,"['Food Industry', 'Bars & Restaurants', 'Cooking']","[0.800226601, 0.718516486, 0.769199205]"
strainer,6422,"['Cooking', 'Desserts and Baking']","[0.851181023, 0.759155262]"
station_wagon,5001,"['Station Wagon', 'Travel']","[0.978162367, 1.0]"
ambulance,9203,"['Commercial Trucks', 'Medical Health']","[0.76374592, 1.0]"
cardigan,8763,"[""Men's Clothing"", 'Style & Fashion', ""Women's Clothing"", 'Shopping']","[0.791451859, 0.713826555, 0.795226667, 1.0]"
hyena,6121,['Large Animals'],[0.783298845]
tramcar,9836,['Rail Travel'],[0.786351885]
teddy,10127,"[""Children's Games and Toys"", 'Birthday']","[0.72407991, 0.6937410559999999]"
speaker_unit,7024,"['Music and Audio', 'Consumer Electronics']","[0.7500630690000001, 0.744803323]"
soda_bottle,13617,"['Food Industry', 'Non-Alcoholic Beverages']","[0.741506456, 0.795078286]"
saxophone,2663,"['Musical Instruments', 'Music and Audio']","[0.823355815, 1.0]"
killer_whale,8358,['Large Animals'],[0.714841607]
ring_armor,29967,"[""Men's Clothing"", ""Men's Formal Wear"", 'Events and Attractions', 'Television']","[0.732664642, 0.7297287579999999, 1.0, 1.0]"
mileometer,9303,"['Automotive', 'Automotive Industry', 'Consumer Electronics']","[0.763510537, 0.715653414, 0.8099763440000001]"
restaurant,1662,"['Food Industry', 'Malls & Shopping Centers', 'Bars & Restaurants', 'Food & Drink', 'World Cuisines', 'Cooking', 'Desserts and Baking', 'Dining Out']","[0.785636667, 0.72141469, 0.870533467, 0.818637886, 0.717774528, 0.7602281559999999, 0.7502017329999999, 0.91375805]"
bull_mastiff,16819,"['Pets', 'Dogs']","[0.7158964720000001, 0.844269182]"
airedale_terrier,30671,['Dogs'],[0.7652939940000001]
norwich_terrier,10965,"['Pets', 'Dogs']","[0.7497786590000001, 0.8246157609999999]"
waggon,2392,"['Station Wagon', 'Travel']","[0.978162367, 1.0]"
cauliflower,3983,"['Cooking', 'Healthy Living']","[0.747242628, 1.0]"
dust_cover,4137,['Books and Literature'],[0.7260051270000001]
basset_hound,6485,['Dogs'],[0.8099861420000001]
bowtie,12985,"[""Men's Formal Wear"", 'Events and Attractions', 'Business and Finance']","[0.739764438, 1.0, 1.0]"
irish_terrier,48995,"['Pets', 'Dogs']","[0.7345051290000001, 0.8329578529999999]"
dining_table,496,"['Events and Attractions', 'Style & Fashion']","[1.0, 1.0]"
sweatshirt,5142,"[""Men's Casual Wear""]",[0.7790930640000001]
leonberg,6379,['Large Animals'],[0.7449910359999999]
head_cabbage,14150,"['Cooking', 'Healthy Living']","[0.749214565, 1.0]"
fire_engine,7563,"['Commercial Trucks', 'Road-Side Assistance', 'Medical Health']","[0.8067062859999999, 0.73494511, 1.0]"
hen_of_the_woods,117069,"['Food & Drink', 'Healthy Living']","[1.0, 1.0]"
iguana_iguana,34026,['Reptiles'],[0.7899185120000001]
old_english_sheepdog,2166,['Dogs'],[0.79385823]
abaya,38435,"[""Women's Clothing"", ""Women's Formal Wear"", 'Shopping']","[0.763932053, 0.7196716590000001, 1.0]"
half_track,8664,['Technology & Computing'],[1.0]
cloak,1478,"['Apparel Industry', ""Women's Clothing"", ""Men's Clothing"", 'Religion & Spirituality']","[0.711229459, 0.8006217109999999, 0.8070956770000001, 1.0]"
membranophone,11779,"['Musical Instruments', 'Music and Audio']","[0.8500715670000001, 0.716434389]"
computer_keyboard,12367,"['Technology & Computing', 'Laptops', 'Consumer Electronics', 'Desktops']","[0.740856262, 0.771642487, 0.78100591, 0.686775554]"
european_gallinule,22307,"['Birds', 'Large Animals', 'Africa Travel', 'Asia Travel', 'Europe Travel', 'North America Travel', 'South America Travel']","[0.811811882, 0.733309175, 0.7497513579999999, 0.746147962, 0.7557602440000001, 0.746066789, 0.750125261]"
baseball,486,"['Sports', 'Events and Attractions']","[0.755034015, 1.0]"
thatch,2304,['Houses'],[0.7478936759999999]
white_stork,37377,['Birds'],[0.769790394]
t-shirt,91924,"[""Men's Clothing"", 'Apparel Industry', ""Women's Clothing"", ""Men's Casual Wear""]","[0.81443486, 0.716709973, 0.790229062, 0.808359747]"
confectionary,28465,"['Food Industry', 'Retail Industry', 'Desserts and Baking', 'Shopping', 'Events and Attractions']","[0.744507027, 0.737122307, 0.7668528370000001, 0.7126039390000001, 1.0]"
thatched_roof,13945,['Houses'],[0.7478936759999999]
drumstick,5974,"['Musical Instruments', 'Music and Audio']","[0.754112124, 1.0]"
essence,6075,"['Beauty', 'Perfume and Fragrance']","[0.7445197640000001, 0.972573569]"
panthera_tigris,1294,['Cats'],[0.7462262590000001]
dishwashing_machine,27575,"['Home Appliances', 'Consumer Electronics', 'Food & Drink']","[0.776695323, 0.7198272370000001, 1.0]"
flat-coated_retriever,1309,['Pets'],[0.732223693]
wire-haired_fox_terrier,108413,"['Pets', 'Dogs']","[0.7351981329999999, 0.824044016]"
hockey_puck,11632,['Sports'],[0.7598088959999999]
chamaeleo_chamaeleon,26439,['Reptiles'],[0.742057746]
prairie_chicken,18985,['Large Animals'],[0.7308066240000001]
meat_cleaver,3574,['Cooking'],[0.78818102]
passenger_car,11076,"['Logistics and Transportation Industry', 'Travel']","[0.7204749559999999, 0.699363825]"
barbell,5246,"['Sports', 'Healthy Living', 'Home & Garden']","[0.808636465, 1.0, 1.0]"
radio_telescope,1070,"['Technology Industry', 'Space and Astronomy']","[0.711560561, 0.748807625]"
crane_(bird),94730,"['Large Animals', 'Travel']","[0.7263185440000001, 1.0]"
bicycle-built-for-two,104687,"['Logistics and Transportation Industry', 'Travel']","[0.721923109, 1.0]"
miniature_pinscher,7123,"['Pets', 'Dogs']","[0.722806737, 0.815551987]"
butcher_shop,1212,"['Food Industry', 'Retail Industry', 'Malls & Shopping Centers', 'Food & Drink', 'Cooking', 'Shopping']","[0.81728151, 0.7884828509999999, 0.7268039470000001, 0.747506619, 0.7192150740000001, 0.737837471]"
bloodhound,23386,"['Pets', 'Dogs']","[0.7239127679999999, 0.83707486]"
scooter,1299,"['Auto Type', 'Motorcycles', 'Auto Rentals']","[0.740861338, 0.8380423379999999, 0.7240475690000001]"
cairn,13452,['Dogs'],[0.7720369690000001]
life,15108,"['Family and Relationships', 'Parenting', 'Single Life', 'Personal Celebrations & Life Events', 'Family and Relationships', 'Home & Garden', 'Parenting', 'Religion & Spirituality', 'Religious Events', 'Single Life', 'Education industry', 'Primary Education', 'Events and Attractions', 'Parks & Nature', 'Personal Celebrations & Life Events', 'Religious Events', 'Theater Venues and Events', 'Family and Relationships', 'Daycare and Pre-School', 'Single Life', 'Healthy Living', 'Pop Culture', 'Religion & Spirituality', 'Education', 'Hobbies & Interests', 'Parenting']","[0.769525186, 0.610232511, 0.5072360779999999, 0.826869552, 0.8765452770000001, 0.750064779, 0.682659602, 0.690972203, 0.709527233, 0.533438917, 0.7305022790000001, 0.7119860109999999, 0.716033225, 0.721101277, 0.81979775, 0.755230189, 0.7118126379999999, 0.8200355779999999, 0.722204669, 0.847658516, 0.827655068, 0.7235511290000001, 0.72966838, 0.709703924, 0.690710009, 0.616295797]"
barracouta,6518,['Large Animals'],[0.757510432]
standard_schnauzer,41282,"['Pets', 'Dogs']","[0.7548487690000001, 0.83561646]"
reel,432,"['Entertainment Industry', 'Media Industry', 'Technology Industry', 'Consumer Electronics']","[0.7315224509999999, 0.736995052, 0.826625437, 0.7138707240000001]"
hotpot,2575,"['Cooking', 'Healthy Living', 'Shopping']","[0.8543741509999999, 1.0, 1.0]"
orcinus_orca,28719,['Large Animals'],[0.714841607]
pajama,15615,"[""Women's Clothing"", ""Men's Clothing"", ""Men's Casual Wear""]","[0.718434212, 0.733496974, 0.72317541]"
mike,1030,"['Music and Audio', 'Consumer Electronics']","[0.776573265, 0.767045135]"
lynx,17494,['Cats'],[0.775467213]
tile_roof,39110,['Home & Garden'],[0.748449818]
silky_terrier,10832,['Dogs'],[0.7729215429999999]
dog_sled,11875,"['Dogs', 'Sports']","[0.797075236, 1.0]"
theater_curtain,10242,"['Movies', 'Theater Venues and Events', 'Cinemas and Events']","[0.77516416, 0.874227027, 0.767247703]"
scottish_terrier,35626,['Dogs'],[0.791511972]
stole,584,['Style & Fashion'],[1.0]
slide_rule,2503,"['Technology Industry', 'Technology & Computing']","[0.812549704, 0.775690247]"
cygnus_atratus,79115,['Birds'],[0.774529639]
indigo_bird,3801,['Birds'],[0.776091247]
blenheim_spaniel,37164,['Dogs'],[0.789311233]
grocery_store,1015,"['Business and Finance', 'Food Industry', 'Retail Industry', 'Food & Drink', 'Desserts and Baking', 'Retail Property', 'Shopping', 'Grocery Shopping', 'Household Supplies']","[0.7733311140000001, 0.863967368, 0.8380571059999999, 0.775782028, 0.72015559, 0.81518876, 0.825216354, 0.960761628, 0.772538293]"
sydney_silky,14001,['Dogs'],[0.7729215429999999]
tripod,536,['Technology Industry'],[0.7840176870000001]
ciconia_ciconia,81513,['Birds'],[0.769790394]
snoek,31366,['Large Animals'],[0.757510432]
egyptian_cat,52468,"['Pets', 'Large Animals', 'Style & Fashion']","[0.758004833, 0.720421825, 1.0]"
irish_wolfhound,38185,['Dogs'],[0.785755434]
joystick,3478,"['Consumer Electronics', 'Video Gaming']","[0.801401916, 1.0]"
lakeshore,1781,['Parks & Nature'],[0.7553497659999999]
dark_glasses,16632,['Style & Fashion'],[0.730989595]
basset,8162,['Dogs'],[0.8099861420000001]
panthera_onca,72250,['Cats'],[0.750924626]
tibetan_mastiff,19551,['Dogs'],[0.8143598759999999]
window_screen,8306,['Home & Garden'],[0.717750091]
crossword,430,['Games and Puzzles'],[0.815313196]
violin,773,['Musical Instruments'],[0.8336945570000001]
bernese_mountain_dog,18970,"['Pets', 'Dogs']","[0.743382765, 0.840041486]"
hip,56,"['Flower Shopping', 'Home & Garden']","[0.742494378, 1.0]"
coast,25,"['Travel Locations', 'Beach Travel']","[0.719809281, 0.881203427]"
tandem,2320,"['Logistics and Transportation Industry', 'Travel']","[0.721923109, 1.0]"
back_pack,3841,"['Travel Accessories', 'Education']","[0.714945823, 1.0]"
dust_wrapper,28356,['Books and Literature'],[0.7260051270000001]
bullet,233,"['Rail Travel', 'Automotive']","[0.7972016479999999, 1.0]"
deerhound,34883,"['Pets', 'Dogs']","[0.7409787409999999, 0.824139712]"
staffordshire_bullterrier,7537,['Dogs'],[0.788951795]
candy_store,22399,"['Food Industry', 'Retail Industry', 'Desserts and Baking', 'Shopping', 'Events and Attractions']","[0.744507027, 0.737122307, 0.7668528370000001, 0.7126039390000001, 1.0]"
race_car,4217,"['Automotive', 'Auto Body Styles', 'Auto Type', 'Auto Shows', 'Auto Rentals']","[0.7396785640000001, 0.759071855, 0.744780995, 0.8086413840000001, 0.7529551459999999]"
manhole_cover,8438,['Hobbies & Interests'],[1.0]
eschrichtius_gibbosus,57853,['Large Animals'],[0.7262935159999999]
landrover,6552,"['SUV', 'Pickup Trucks', 'Luxury Cars']","[0.853698727, 0.837920727, 0.7429566479999999]"
economy,68874,"['Business and Finance', 'Education industry', 'Entertainment Industry', 'Financial Industry', 'Food Industry', 'Healthcare Industry', 'Hospitality Industry', 'Logistics and Transportation Industry', 'Media Industry', 'Apparel Industry', 'Retail Industry', 'Technology Industry', 'Telecommunications Industry', 'Automotive Industry', 'Aviation Industry', 'Education', 'Real Estate', 'Retail Property', 'Consumer Electronics', 'Hobbies & Interests', 'Business and Finance', 'Education industry', 'Entertainment Industry', 'Financial Industry', 'Food Industry', 'Healthcare Industry', 'Hospitality Industry', 'Logistics and Transportation Industry', 'Media Industry', 'Apparel Industry', 'Retail Industry', 'Technology Industry', 'Telecommunications Industry', 'Automotive Industry', 'Aviation Industry', 'Education', 'Primary Education', 'Smart Home', 'Home Improvement', 'Home Security', 'Real Estate', 'Retail Property', 'Technology & Computing', 'Consumer Electronics', 'Hobbies & Interests', 'Education', 'Travel']","[0.872321282, 0.822669806, 0.7912380459999999, 0.861005085, 0.7973897609999999, 0.817363662, 0.801290026, 0.815426943, 0.795165281, 0.764943501, 0.8216292959999999, 0.796288113, 0.792479121, 0.79052473, 0.791886196, 0.724525269, 0.73318791, 0.7543288909999999, 0.737168017, 0.6678926239999999, 0.872321282, 0.822669806, 0.7912380459999999, 0.861005085, 0.7973897609999999, 0.817363662, 0.801290026, 0.815426943, 0.795165281, 0.764943501, 0.8216292959999999, 0.796288113, 0.792479121, 0.79052473, 0.791886196, 0.724525269, 0.72063179, 0.71872605, 0.732110523, 0.714253535, 0.73318791, 0.7543288909999999, 0.710985647, 0.737168017, 0.6678926239999999, 1.0, 1.0]"
mud_hen,23770,['Birds'],[0.798484877]
pole,411,['Outdoor Activities'],[0.765808455]
lhasa_apso,43672,['Dogs'],[0.713497685]
entlebucher,9146,['Large Animals'],[0.7449910359999999]
caldron,38062,"['Cooking', 'Events and Attractions', 'Religion & Spirituality']","[0.781694887, 1.0, 1.0]"
board,1064,"['Events and Attractions', 'Style & Fashion']","[1.0, 1.0]"
marsh_hen,53424,['Birds'],[0.798484877]
plate,3374,"['Barbecues and Grilling', 'Cooking', 'Desserts and Baking']","[0.7439921140000001, 0.89593346, 0.814089233]"
overskirt,19297,"['Fashion Events', ""Women's Clothing"", ""Women's Formal Wear""]","[0.759504871, 0.8581309970000001, 0.815730845]"
seashore,12884,"['Travel Locations', 'Beach Travel']","[0.719809281, 0.881203427]"
book_jacket,4136,['Books and Literature'],[0.7260051270000001]
magpie,7881,['Birds'],[0.843591636]
health,34204,"['Medical Health', 'Business and Finance', 'Education industry', 'Financial Industry', 'Food Industry', 'Healthcare Industry', 'Education', 'Healthy Living', 'Fitness and Exercise', 'Wellness', 'Medical Health', 'Oral care']","[0.587833033, 0.712640998, 0.778279982, 0.7305688570000001, 0.751951822, 0.8196545890000001, 0.7811954659999999, 0.770429648, 0.763960578, 0.82957525, 0.905571057, 0.7806219329999999]"
jeep,2943,"['SUV', 'Pickup Trucks', 'Luxury Cars']","[0.853698727, 0.837920727, 0.7429566479999999]"
aramus_pictus,14177,['Birds'],[0.78989697]
bullet_train,223,"['Rail Travel', 'Automotive']","[0.7972016479999999, 1.0]"
espresso,1580,"['Food Industry', 'Bars & Restaurants', 'Dining Out', 'World Cuisines']","[0.800257377, 0.720088388, 0.760425213, 0.692527738]"
komodo_lizard,29874,['Reptiles'],[0.7850878370000001]
mouse,656,['Desktops'],[0.630952587]
vestment,5465,"[""Men's Clothing""]",[0.731566939]
entertainment_center,13566,"['Shopping', 'Television', 'Video Gaming', 'Education']","[0.740587494, 0.6771926620000001, 1.0, 1.0]"
notecase,11064,"[""Women's Handbags and Wallets""]",[0.747856986]
washer,3544,"['Home Appliances', 'Consumer Electronics']","[0.784225498, 0.717050335]"
king_of_beasts,47823,['Cats'],[0.773798323]
xylophone,7571,"['Musical Instruments', 'Music and Audio']","[0.7998789059999999, 1.0]"
meat_loaf,3485,"['Food Industry', 'Food & Drink', 'Cooking']","[0.750858641, 0.7596203009999999, 0.8097347420000001]"
cinema,5202,"['Movies', 'Entertainment Industry', 'Theater Venues and Events', 'Cinemas and Events', 'Music and Audio', 'Television']","[0.8371503370000001, 0.7162231579999999, 0.8268268670000001, 0.875171853, 0.742720568, 0.7164709509999999]"
shetland_sheepdog,18213,['Dogs'],[0.7831943029999999]
bear_cat,26358,['Large Animals'],[0.773266625]
stage,3359,"['Entertainment Industry', 'Theater Venues and Events']","[0.7269772809999999, 0.769896644]"
iguana,3449,['Reptiles'],[0.7899185120000001]
meat_market,1211,"['Food Industry', 'Retail Industry', 'Malls & Shopping Centers', 'Food & Drink', 'Cooking', 'Shopping']","[0.81728151, 0.7884828509999999, 0.7268039470000001, 0.747506619, 0.7192150740000001, 0.737837471]"
terrace,537,"['Outdoor Activities', 'Home & Garden', 'Remodeling & Construction', 'Landscaping', 'Apartments', 'Hotel Properties', 'Houses']","[0.7422736259999999, 0.8512880709999999, 0.718400288, 0.829477989, 0.747647866, 0.7139366629999999, 0.756513344]"
goblet,269,['Style & Fashion'],[1.0]
plough,1518,['Commercial Trucks'],[0.718073333]
cellular_phone,2798,"['Telecommunications Industry', 'Consumer Electronics', 'Smartphones', 'Travel', 'Family and Relationships', 'Shopping', 'Television', 'Sports', 'Movies', 'Science', 'Video Gaming']","[0.71513848, 0.7396869620000001, 0.772696085, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
lens_cover,26647,['Cameras and Camcorders'],[0.718516917]
drum,53,"['Musical Instruments', 'Music and Audio']","[0.8500715670000001, 0.716434389]"
tractor_trailer,16993,"['Commercial Trucks', 'Logistics and Transportation Industry']","[0.920690529, 0.722615795]"
race,5667,"['Pop Culture', 'Books and Literature', 'Education industry', 'Religious Events', 'Family and Relationships', 'World Cuisines', 'Pop Culture', 'Religion & Spirituality', 'South America Travel']","[0.684878543, 0.717812751, 0.733027558, 0.79559341, 0.7603110259999999, 0.74036823, 0.8082786059999999, 0.73231751, 0.711102441]"
giant_lizard,48238,['Reptiles'],[0.7850878370000001]
refrigerator,2385,['Home Appliances'],[0.7761051609999999]
zucchini,716,['Desserts and Baking'],[0.740220221]
bars,1249,"['Sports', 'Outdoor Activities', 'Fitness and Exercise']","[0.771649038, 0.734361011, 0.75452302]"
dust_jacket,8654,['Books and Literature'],[0.7260051270000001]
letter_box,3788,['Office Property'],[0.738089792]
tandem_bicycle,26115,"['Logistics and Transportation Industry', 'Travel']","[0.721923109, 1.0]"
african_chameleon,2692,['Reptiles'],[0.742057746]
frypan,14823,"['Cooking', 'Desserts and Baking']","[0.833810913, 0.7496542909999999]"
lorikeet,4314,['Birds'],[0.810693129]
tympan,17691,"['Musical Instruments', 'Music and Audio']","[0.8500715670000001, 0.716434389]"
ounce,488,['Large Animals'],[0.751361462]
mail,2302,"[""Men's Clothing"", ""Men's Formal Wear"", 'Events and Attractions', 'Television']","[0.732664642, 0.7297287579999999, 1.0, 1.0]"
saltshaker,1570,['Desserts and Baking'],[0.719830623]
disc_brake,3738,['Auto Parts'],[0.751509564]
cocktail_shaker,23987,['Cooking'],[0.819960021]
siamese,6944,"['Pets', 'Cats']","[0.746036329, 0.856637106]"
fig,2470,"['Desserts and Baking', 'Home & Garden']","[0.724338895, 1.0]"
theatre_curtain,45210,"['Movies', 'Theater Venues and Events', 'Cinemas and Events']","[0.77516416, 0.874227027, 0.767247703]"
perfume,271,"['Beauty', 'Perfume and Fragrance']","[0.7445197640000001, 0.972573569]"
doberman,12926,['Dogs'],[0.779710784]
paddle,6235,"['Sports', 'Outdoor Activities', 'Beach Travel', 'Camping']","[0.763829891, 0.7493414759999999, 0.742320553, 0.713586029]"
alopex_lagopus,9547,['Travel'],[1.0]
r.v.,99118,"['Auto Type', 'Auto Rentals']","[0.71514365, 0.758220254]"
bald_eagle,1037,['Birds'],[0.7857245340000001]
model_t,13341,['Auto Type'],[0.777338775]
glasshouse,5789,"['Gardening', 'Landscaping']","[0.76103887, 0.74655118]"
garden_cart,87514,"['Home & Garden', 'Gardening', 'Landscaping']","[0.737058219, 0.75148269, 0.732089512]"
tabby,8020,"['Pets', 'Cats']","[0.7246589790000001, 0.8790887909999999]"
wagon,996,"['Station Wagon', 'Travel']","[0.978162367, 1.0]"
drop,1502,"['Real Estate', 'Travel']","[1.0, 1.0]"
sealyham_terrier,35690,"['Pets', 'Dogs']","[0.7778794309999999, 0.8674643670000001]"
warplane,24669,"['Aviation Industry', 'Air Travel']","[0.7569222409999999, 0.739623114]"
jersey,15293,"[""Men's Clothing"", 'Apparel Industry', ""Women's Clothing"", ""Men's Casual Wear""]","[0.81443486, 0.716709973, 0.790229062, 0.808359747]"
ring_mail,17571,"[""Men's Clothing"", ""Men's Formal Wear"", 'Events and Attractions', 'Television']","[0.732664642, 0.7297287579999999, 1.0, 1.0]"
mousetrap,3961,"['Technology Industry', 'Home & Garden']","[0.794790925, 1.0]"
china_cabinet,1991,"['Makeup and Accessories', 'Bath and Shower', 'Travel Accessories', 'Asia Travel', 'Australia and Oceania Travel', 'Style & Fashion']","[0.720683049, 0.727186055, 0.716546309, 0.67252889, 0.688375218, 1.0]"
panthera_leo,70953,['Cats'],[0.773798323]
tobacconist_shop,1355,"['Retail Industry', 'Retail Property']","[0.718103893, 0.722374673]"
streetcar,12595,['Rail Travel'],[0.786351885]
alaskan_malamute,25303,['Dogs'],[0.7490479729999999]
apiary,2673,['Pets'],[1.0]
